"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"all_other",0.133017,78.4669,10.4175451512,2.2374,680.064,3942.709832996,2233.11,89.284,1,0,0,0
1,"credit_card",0.0905175,482.53725,11.8404003528,7.2114,789.03,6445.84874967,7680.825,53.35875,0,0,0,0
1,"debt_consolidation",0.101822,572.4376,10.5961869622,3.838,719.832,2790.36,8144.78,58.604,1,0,0,0
1,"major_purchase",0.152813,175.3865,10.8920788416,2.7126,675.004,1140.481832996,596.91,85.244,1,0,0,0
1,"all_other",0.081,190.37025,11.4497482578,16.4016,764.28,4840.06874967,30169.4625,23.49,2,0,0,0
1,"all_other",0.084574,464.9316,10.9279760628,2.6159,805.767,12082.461,5542.88,27.048,2,0,0,0
1,"credit_card",0.136855,342.996,11.3977962054,7.8606,669.944,1963.237832996,21373.62,58.277,0,0,0,0
1,"credit_card",0.079785,490.910625,11.9707904004,7.191,774.18,5583.64125033,17142.6375,35.0325,3,0,0,0
1,"debt_consolidation",0.120442,313.7862,11.3771087511,8.888,679.392,3802.328874663,4725.56,56.938,2,0,1,0
1,"all_other",0.091001,160.6203,12.304924038,9.9,720.544,1572.605832996,14497.54,36.966,2,2,0,0
1,"all_other",0.07522875,157.32225,11.303785401,0.2856,793.98,4603.45874967,1595.7,5.77125,0,0,0,0
1,"debt_consolidation",0.13475,250.3214,10.09878570932,14.4329,669.282,1333.466874663,4091.5,50.47,0,1,0,0
1,"all_other",0.075043,156.9338,12.0840119235,0.2772,781.264,4571.161832996,3195.64,13.837,0,0,0,0
1,"all_other",0.07522875,157.32225,12.450194103,3.7944,803.88,6711.16874967,86677.0875,0.70875,2,0,0,0
1,"debt_consolidation",0.079086,153.7032,11.6280547146,2.323,750.162,3183.596874663,9504.04,19.012,2,0,0,0
1,"credit_card",0.103828,278.1338,9.70014576663,6.336,700.304,7559.597832996,8935.47,27.169,1,1,0,0
1,"home_improvement",0.07522875,157.32225,12.1567583814,0,769.23,7057.66874967,6128.6625,19.74375,3,0,0,0
1,"home_improvement",0.079086,76.8516,11.7243179964,11.4433,770.382,6126.617874663,7128.52,12.838,0,0,0,0
1,"credit_card",0.08787,159.883,11.1129909561,15.3945,766.084,4827.24,66693.33,23.23,0,0,0,0
1,"all_other",0.07522875,157.32225,11.6908648134,3.9066,764.28,2509.65,3705.75,6.885,0,0,0,0
1,"credit_card",0.072814,152.2724,11.4639106054,0.3131,795.657,3578.94,211.68,0.588,0,0,0,0
1,"credit_card",0.113322,165.8723,11.1768840909,1.1979,680.064,4037.88,27456.85,16.261,1,0,1,0
1,"debt_consolidation",0.100845,163.265625,10.9945354158,8.1906,699.93,4276.8,28683.1125,49.2075,1,0,0,0
1,"home_improvement",0.091434,156.5746,12.2217192513,12.0493,724.887,4548.446874663,59356.64,38.416,1,0,0,0
1,"home_improvement",0.081507,158.4084,11.9797050087,5.4945,750.904,4067.228,41343.34,26.563,3,0,0,0
1,"debt_consolidation",0.07522875,157.32225,11.9291519604,2.3358,769.23,3504.6,8483.7375,17.11125,1,0,0,0
1,"small_business",0.08526,93.0804,10.227897411,14.6854,760.272,2487.06,3586.8,7.644,1,0,0,0
1,"home_improvement",0.103828,98.172,12.0840119235,0,685.124,3825.317832996,0,0,2,1,0,0
1,"credit_card",0.1136025,166.282875,10.5151317132,19.0128,694.98,5138.1,16038,47.68875,1,0,0,0
1,"credit_card",0.082124,163.6796,11.3239385737,14.5137,805.767,5672.678874663,6707.12,14.112,1,0,0,0
1,"educational",0.078275,170.286,8.89732485279,2.97,771.144,6739.877832996,1334.21,16.665,0,0,0,0
1,"all_other",0.0848475,162.729,10.5809610036,15.0756,764.28,4335.21,4796.2125,24.19875,3,0,0,0
1,"credit_card",0.088298,155.8494,11.3101968672,10.0596,729.942,3123.947874663,23019.22,36.848,3,0,0,0
1,"debt_consolidation",0.075043,180.4769,11.6187083298,0.2673,801.504,7578.825832996,2845.17,10.302,0,0,0,0
1,"credit_card",0.07522875,157.32225,10.9287061254,1.1424,774.18,5748.93,1805.2875,0,0,0,0,0
1,"small_business",0.100744,317.5004,10.31959622,10.807,719.832,1394.169,3463.32,53.312,3,0,0,0
1,"small_business",0.106959,821.7865,10.6711667271,4.0095,771.144,2762.717832996,2446.22,23.533,2,0,0,0
1,"educational",0.100845,114.280875,9.70065386328,16.7688,704.88,1633.45874967,2899.8,41.61375,1,0,0,0
1,"debt_consolidation",0.156408,92.9824,10.9714661477,12.6957,633.897,1424.499,3013.5,90.454,3,0,0,0
1,"small_business",0.106959,402.6769,10.8920788416,16.9488,755.964,14177.06582996,17386.14,8.181,2,1,0,0
1,"credit_card",0.1168425,40.095,10.10155730406,2.0808,655.38,1127.61,1167.4125,76.7475,2,0,0,0
1,"credit_card",0.131614,664.5184,12.0033339102,10.2515,689.502,4256.267874663,40840.52,72.618,0,0,0,1
1,"credit_card",0.126149,405.3837,11.1129909561,14.85,690.184,4532.748,43469.39,94.334,1,0,0,0
1,"all_other",0.097605,208.018125,11.2221418368,7.8744,704.88,2271.01874967,3404.025,70.16625,3,0,0,0
1,"debt_consolidation",0.116228,389.795,11.1929639755,7.2114,689.502,8826.03,11630.64,70.462,0,2,0,0
1,"all_other",0.075043,156.9338,10.4906683827,2.5245,781.264,8288.237832996,2587.62,14.14,0,0,0,0
1,"all_other",0.104085,114.807375,10.10155730406,1.53,675.18,1395.9,1905.525,32.805,2,0,0,0
1,"debt_consolidation",0.116228,97.4512,10.6004703621,7.5447,674.337,2578.05,1042.72,69.482,1,0,1,0
1,"credit_card",0.081507,110.8879,11.3777955324,8.4348,761.024,5039.717832996,6496.32,6.06,3,1,0,0
1,"all_other",0.10722375,32.956875,10.6424980728,14.7594,680.13,1098.9,4541.0625,37.36125,2,0,0,1
1,"all_other",0.097608,110.6126,11.3771087511,11.1706,709.722,5034.737874663,15983.8,20.09,0,1,0,0
1,"debt_consolidation",0.097364,162.1151,11.6575368327,8.4645,720.544,6011.28,21178.69,40.602,0,0,0,0
1,"debt_consolidation",0.13921875,344.827125,10.6723654068,17.7276,699.93,2672.95874967,22490.6625,66.72375,2,0,0,0
1,"home_improvement",0.07595,152.9878,12.4470942368,6.5448,760.272,5398.697874663,2116.8,2.254,0,0,0,0
1,"credit_card",0.075043,156.9338,11.0446880148,4.5144,821.744,9926.708,821.13,1.01,3,0,0,0
1,"home_improvement",0.08170875,238.190625,12.1567583814,2.7744,749.43,5149.98,23973.975,24.705,2,0,0,0
1,"debt_consolidation",0.097608,252.8302,10.8867458529,15.2813,729.942,2669.04,11063.22,46.844,1,0,0,0
1,"small_business",0.151601,227.6237,12.1463569656,6.3855,685.124,6314.88,56975.11,76.053,0,0,0,1
1,"home_improvement",0.097605,81.26325,11.4497482578,20.4,764.28,4871.74874967,272.3625,3.8475,2,0,0,1
1,"home_improvement",0.12544,82.32,10.4772260918,20.2,689.502,5552.412,3339.84,34.398,1,0,0,1
1,"debt_consolidation",0.113322,512.5346,10.4906683827,13.365,720.544,5433.385832996,6578.13,34.643,2,0,1,1
1,"educational",0.07522875,125.863875,10.8085674246,3.519,764.28,1722.55874967,334.125,11.1375,2,0,0,0
1,"credit_card",0.08526,62.0536,11.2678130252,6.1307,719.832,2578.05,5847.66,19.404,0,0,0,0
1,"all_other",0.110191,132.0979,9.70014576663,17.82,715.484,2218.304,5588.33,80.396,0,0,0,0
1,"home_improvement",0.07846875,94.840875,11.9707904004,2.1828,754.38,8286.3,21313.125,1.0125,1,0,0,0
1,"all_other",0.07595,91.7966,10.9279760628,5.4035,770.382,8462.07,20629,0.686,0,0,0,0
1,"all_other",0.08787,89.5365,11.5782945498,14.85,750.904,3062.312,8236.55,15.049,2,0,0,0
1,"all_other",0.097605,130.015125,11.7431839692,15.3,714.78,2995.74,8256.9375,15.08625,2,0,0,0
1,"home_improvement",0.08526,93.0804,11.1452385566,12.3523,745.107,2759.987874663,3604.44,30.086,3,0,0,0
1,"debt_consolidation",0.122917,181.598,10.3584723066,7.029,669.944,2979.328,2060.4,36.562,3,0,0,0
1,"credit_card",0.15521625,449.600625,11.2221418368,19.9104,660.33,2673.94874967,33487.425,69.66,2,0,0,0
1,"all_other",0.07595,122.3922,11.1419752264,3.4946,755.217,2546.709,1879.64,16.758,3,0,0,0
1,"credit_card",0.154833,650.743,11.2934893005,5.1876,669.944,1791.24,22602.79,62.822,2,0,0,0
1,"small_business",0.097605,650.04525,11.7015455394,2.9172,729.63,2168.1,10424.7,43.03125,0,0,0,1
1,"small_business",0.113092,102.6648,9.7119635348,12.3624,679.392,1304.147874663,2809.66,53.998,1,0,0,1
1,"debt_consolidation",0.113322,159.2366,10.2058631334,12.2364,690.184,1791.24,12433.1,86.961,1,0,0,0
1,"debt_consolidation",0.0880875,388.668375,12.1567583814,4.896,759.33,13216.4587467,62695.0125,39.58875,1,0,0,0
1,"credit_card",0.109956,213.248,11.4989430109,18.18,709.722,3765.975,16403.24,25.578,0,0,0,0
1,"all_other",0.081507,300.9699,10.9403811099,3.4551,801.504,6010.268,40787.84,9.292,1,0,0,0
1,"debt_consolidation",0.07846875,158.061375,10.9287061254,5.1,754.38,2109.69,1375.9875,5.67,3,0,0,0
1,"debt_consolidation",0.113092,323.351,12.4470942368,20.2,734.997,10405.212,105350.98,43.904,2,0,0,0
1,"all_other",0.081507,316.8067,11.9404364013,0.7128,796.444,8106.12,3084.54,5.656,3,0,0,0
1,"all_other",0.08170875,301.714875,11.635716249,2.4888,784.08,8630.77874967,40888.8,9.72,3,0,0,0
1,"home_improvement",0.091434,234.857,11.5547583177,9.7566,800.712,4578.819,125440,0,2,0,0,0
1,"debt_consolidation",0.071912,62.4887,11.561655501,0.4257,781.264,6007.232,4756.09,18.685,2,0,0,0
1,"all_other",0.1200825,95.650875,10.9287061254,2.856,660.33,5405.4,2885.625,75.9375,3,1,0,0
1,"small_business",0.147098,72.2064,11.5868245047,17.0589,709.722,4124.88,49.98,0,0,0,0,1
1,"home_improvement",0.081507,316.8067,11.7992066643,5.7816,801.504,5429.337832996,37523.52,3.737,0,0,0,0
1,"debt_consolidation",0.09446625,549.99,11.4497482578,9.741,754.38,5642.95874967,3886.9875,16.8075,3,0,0,0
1,"home_improvement",0.079086,307.3966,11.4639106054,3.1411,805.767,5422.961874663,36408.96,3.626,2,0,0,0
1,"credit_card",0.122917,269.0337,11.0446880148,10.098,680.064,3642.145832996,26545.83,39.895,0,1,0,1
1,"debt_consolidation",0.104085,213.2325,10.9287061254,5.9874,685.08,1724.53874967,5677.0875,42.7275,2,0,0,0
1,"all_other",0.122402,229.467,10.1436819849,5.0601,669.282,1122.21,1039.78,80.262,3,0,0,0
1,"debt_consolidation",0.103828,327.2299,11.5782945498,14.256,730.664,4736.117832996,57307.4,78.275,0,0,0,0
1,"credit_card",0.10722375,238.9095,11.169822681,7.3644,704.88,5463.81,41105.475,78.26625,1,0,0,0
1,"debt_consolidation",0.140924,345.1756,11.296265614,18.0083,694.557,1304.147874663,3738.7,6.37,3,0,0,0
1,"all_other",0.075043,118.4831,11.5782945498,0,781.264,3977.117832996,0,0,1,0,0,0
1,"debt_consolidation",0.07209,65.772,11.8404003528,0.2244,803.88,16050.87,50.625,0.30375,1,0,0,0
1,"small_business",0.15337,685.6962,11.5438392986,1.5453,674.337,3643.601874663,4477.62,55.272,0,0,0,0
1,"educational",0.106959,197.2227,9.75367231542,8.0685,700.304,3127.037832996,8613.28,86.961,3,0,0,0
1,"credit_card",0.1136025,299.284875,10.593631974,22.593,739.53,2761.06874967,14524.3125,46.3725,2,0,0,0
1,"small_business",0.109956,213.2382,10.9279760628,18.5638,714.777,3395.949,110.74,2.352,0,0,0,0
1,"debt_consolidation",0.138875,265.7209,10.9277291772,9.702,685.124,3127.037832996,12353.31,81.81,3,0,0,1
1,"debt_consolidation",0.14853375,251.535375,11.169822681,21.1752,660.33,3712.5,13721.4,69.96375,2,1,0,0
1,"credit_card",0.100744,190.512,11.4908767974,10.706,699.612,2517.347874663,16476.74,62.622,2,0,0,0
1,"debt_consolidation",0.126149,304.0504,10.4656037607,5.0292,675.004,3734.28,26495.33,63.529,3,0,1,1
1,"all_other",0.07522875,165.969,11.5774146708,2.6928,774.18,9117.9,5832,16.2,3,0,0,0
1,"all_other",0.100744,147.6468,10.83493963,3.2926,694.557,6581.567874663,102.9,34.3,0,1,0,1
1,"debt_consolidation",0.113322,219.7659,10.843033806,13.6323,690.184,2185.92,11604.9,96.657,1,0,0,0
1,"home_improvement",0.13284,86.295375,10.8085674246,21.0834,685.08,5197.5,17861.5125,30.88125,0,1,0,0
1,"all_other",0.109956,321.8614,10.4120421866,20.604,750.162,3305.97,0,0,0,0,0,0
1,"all_other",0.081507,167.1247,10.8059375754,11.88,806.564,8895.48,12554.3,19.392,0,0,0,0
1,"debt_consolidation",0.11046375,142.3575,10.7010997044,10.0674,699.93,1544.4,12477.0375,44.55,3,0,0,0
1,"all_other",0.100744,96.0498,11.5216405995,9.2213,704.667,3336.3,37851.52,95.844,2,0,0,0
1,"small_business",0.122917,168.1448,9.11823696828,0,669.944,2277,883.75,55.247,0,1,0,1
1,"small_business",0.12646125,287.874,11.5774146708,6.5076,660.33,7157.65874967,1210.95,12.15,0,4,0,0
1,"small_business",0.140924,190.267,13.2123567938,2.424,704.667,2790.317874663,26095.44,59.192,0,1,0,0
1,"all_other",0.103828,139.8951,10.2383250552,24.5619,776.204,5859.437832996,6819.52,24.846,2,0,0,0
1,"debt_consolidation",0.12646125,71.128125,9.62215360146,14.688,655.38,1454.31,463.725,92.745,2,0,0,1
1,"credit_card",0.082124,247.058,11.6773327863,9.8071,760.272,3547.556874663,16450.28,43.806,3,0,0,0
1,"all_other",0.091001,265.8219,11.5782945498,12.0384,750.904,9836.597832996,7409.36,30.199,2,0,0,0
1,"all_other",0.09446625,105.958125,11.2555874532,3.9066,694.98,3653.1,7177.6125,42.42375,0,0,0,0
1,"debt_consolidation",0.079086,169.0794,11.0057067233,6.3529,750.162,5156.1,18020.24,67.522,2,0,0,0
1,"credit_card",0.100596,39.087,10.2697562682,1.1187,685.124,1943.04,619.13,77.366,3,0,0,0
1,"educational",0.12646125,101.604375,10.48476411,13.0254,655.38,1098.9,573.075,52.14375,1,1,0,1
1,"debt_consolidation",0.12544,329.2604,10.6073472905,19.1092,689.502,2243.409,8982.68,49.392,2,0,0,0
1,"all_other",0.110191,165.1249,10.4656037607,11.6622,715.484,4947.668,5460.06,33.734,2,0,1,1
1,"all_other",0.100845,32.653125,10.6723654068,5.9466,680.13,2137.36874967,1202.85,3.0375,0,0,0,1
1,"educational",0.097608,94.815,9.89610830737,15.554,714.777,11372.69687163,11762.94,39.592,1,0,0,0
1,"all_other",0.106959,73.1442,10.8920788416,8.0586,715.484,4857.6,20716.11,62.62,0,0,0,1
1,"small_business",0.097605,91.8135,11.3793755304,18.36,724.68,3654.09,56416.5,10.125,3,0,0,0
1,"all_other",0.079086,254.3884,10.9075713358,9.9889,780.492,9978.57,7589.12,16.758,2,0,0,0
1,"all_other",0.097364,171.0132,11.0446880148,17.3943,745.844,5495.117832996,52278.61,38.38,2,0,0,0
1,"credit_card",0.1168425,207.9675,10.9287061254,18.1152,709.83,1485,586.2375,23.49,1,0,0,0
1,"debt_consolidation",0.128576,158.7698,11.4639106054,17.0387,714.777,9159.617874663,34080.48,53.214,3,0,0,1
1,"debt_consolidation",0.103828,229.068,10.8131115213,9.9495,700.304,1912.68,8127.47,34.138,2,0,0,0
1,"all_other",0.10722375,164.764125,9.8081215896,24.888,729.63,3177.85874967,0,0,0,0,0,0
1,"debt_consolidation",0.113092,155.2124,10.227897411,18.3719,679.392,2614.446,400.82,80.164,3,1,0,0
1,"small_business",0.091001,803.0611,10.8412984845,8.8407,831.864,9813.321832996,186.85,0.505,2,0,0,0
1,"debt_consolidation",0.100845,160.815375,11.5653435216,4.9368,719.73,6266.7,48854.1375,50.72625,3,0,0,0
1,"all_other",0.100744,95.256,10.6507948544,20.1293,694.557,2608.38,756.56,94.57,3,0,0,0
1,"debt_consolidation",0.116554,266.6097,10.7115804972,7.9596,680.064,3126.068,1029.19,4.545,2,1,0,0
1,"small_business",0.11046375,409.67775,10.9668133356,16.7178,685.08,5583.6,8436.15,40.39875,1,0,0,0
1,"all_other",0.07595,301.3794,11.2678130252,9.1809,805.767,6156.947874663,1754.2,4.41,0,0,0,0
1,"debt_consolidation",0.12928,848.3495,11.1129909561,24.6015,730.664,6405.96,63366.39,75.447,3,0,0,1
1,"all_other",0.10722375,272.676375,11.8310852232,24.4902,759.33,4619.29874967,30274.7625,72.09,1,0,0,1
1,"debt_consolidation",0.116228,259.8764,10.96758899,11.4231,674.337,1577.16,5749.66,72.814,1,0,0,0
1,"home_improvement",0.097364,810.4947,11.1518194689,0.792,740.784,2155.517832996,10711.05,22.321,3,0,0,0
1,"debt_consolidation",0.11046375,511.4745,11.9291519604,17.3094,690.03,9562.41,57910.95,45.05625,3,0,0,1
1,"home_improvement",0.088298,311.689,12.6497716438,2.9997,719.832,4973.109,471.38,78.596,1,0,0,1
1,"educational",0.084638,318.2712,10.2058631334,4.158,745.844,1578.72,2304.82,19.19,1,0,0,0
1,"all_other",0.11046375,132.424875,9.76648315572,9.0984,665.28,1128.6,3659.175,62.06625,2,0,0,0
1,"debt_consolidation",0.103782,223.2636,11.1693831318,8.585,689.502,6915.197874663,14631.4,77.42,0,0,1,0
1,"credit_card",0.100596,649.7936,11.5447320153,12.9393,735.724,10656.31782996,34328.89,83.729,3,0,0,0
1,"all_other",0.1488375,52.42725,10.329163722,3.9168,625.68,1514.7,1253.475,62.67375,3,1,0,0
1,"educational",0.088298,561.0304,10.7275406235,15.5237,755.217,7582.5,4651.08,18.13,0,0,0,0
1,"all_other",0.078275,151.3687,9.85275493983,6.2766,761.024,3065.348,3504.7,25.755,2,0,0,0
1,"all_other",0.100845,97.959375,11.2555874532,12.2196,675.18,1781.01,12798,84.24,0,0,0,0
1,"home_improvement",0.069776,90.944,11.5547583177,0,820.932,8340.75,360.64,1.176,0,0,0,0
1,"credit_card",0.110191,194.0109,10.9864359198,19.6218,685.124,4341.48,30902.97,90.395,3,1,0,0
1,"all_other",0.1168425,601.344,10.4076639828,11.016,675.18,4999.5,8643.7125,76.44375,3,0,0,0
1,"debt_consolidation",0.106918,384.5128,10.5677343734,15.8974,699.612,1516.542125337,15336.02,53.41,0,0,0,0
1,"educational",0.078275,157.6711,10.75040901,9.4545,776.204,13115.56217004,4107.67,7.373,1,0,0,0
1,"debt_consolidation",0.104085,157.464,10.6723654068,7.6602,680.13,2767.05,5908.95,69.55875,3,0,1,0
1,"credit_card",0.100744,476.2702,11.4989430109,12.0695,709.722,5125.77,24122.7,92.806,1,0,0,0
1,"all_other",0.103828,117.8064,10.2058631334,7.8012,695.244,5191.602167004,7676,72.417,2,0,1,0
1,"debt_consolidation",0.1136025,226.13175,11.0563725282,19.0536,675.18,1870.15125033,9613.6875,88.99875,1,0,0,1
1,"credit_card",0.07595,146.8726,10.00252242853,10.3626,765.327,6399.672125337,4822.58,29.792,0,0,0,0
1,"educational",0.116554,213.2817,11.3470158483,1.8117,675.004,3462.094167004,11312,23.432,0,0,0,0
1,"debt_consolidation",0.07522875,188.780625,11.3600466834,6.2322,769.23,7365.64125033,2474.55,5.67,2,0,0,0
1,"debt_consolidation",0.091434,775.0428,11.1121208384,0.8282,775.437,2123.1,897.68,6.664,3,0,0,0
1,"small_business",0.091001,803.0611,13.1976922176,3.7917,791.384,3703.92,150317.29,6.666,3,0,0,1
1,"credit_card",0.0880875,128.233125,10.9057838082,19.0842,739.53,3593.7,3249.1125,12.7575,0,0,0,0
1,"credit_card",0.106918,288.3846,11.4026797291,17.3417,684.447,3882.282125337,7418.6,80.654,0,0,0,0
1,"debt_consolidation",0.110191,408.6662,11.1768840909,9.1377,695.244,2549.228,13257.26,97.465,1,0,1,0
1,"debt_consolidation",0.1200825,402.742125,12.1567583814,20.8896,680.13,4407.52125033,67487.175,52.245,3,0,0,0
1,"debt_consolidation",0.072814,175.1064,11.5762484917,1.212,820.932,16437.89112837,49,0.294,1,0,0,0
1,"educational",0.103828,29.4516,9.29873530971,16.533,695.244,2093.828,3114.84,66.256,1,0,0,1
1,"small_business",0.100845,422.84025,11.6581347372,6.6096,704.88,5553.94125033,2630.475,24.0975,0,0,0,0
1,"credit_card",0.103782,127.5764,11.1452385566,17.9881,689.502,6399.672125337,17804.64,67.13,0,0,0,0
1,"all_other",0.113322,99.5153,10.2973360149,22.5621,690.184,9501.668,24460.18,86.153,3,0,0,0
1,"all_other",0.08170875,15.886125,9.99408957774,4.3554,714.78,1455.3,0,0,3,0,0,0
1,"credit_card",0.106918,512.6772,12.3281333765,10.807,704.667,7400.52,70856.94,72.226,2,0,0,0
1,"all_other",0.08787,562.8023,11.818811268,0.1188,766.084,1141.578167004,1042.32,5.05,0,0,0,0
1,"all_other",0.1136025,319.24125,10.870404537,14.892,670.23,3593.7,134.6625,4.2525,0,0,0,0
1,"debt_consolidation",0.113092,517.3714,10.8080046975,12.2816,689.502,2153.43,33342.54,56.546,1,2,0,1
1,"major_purchase",0.075043,94.1623,11.072577186,11.0682,766.084,4554.042167004,12554.3,29.896,0,0,0,0
1,"debt_consolidation",0.07846875,205.47675,10.9945354158,13.8006,779.13,10157.4412533,10876.275,9.01125,1,0,0,0
1,"debt_consolidation",0.116228,162.4252,10.7026010773,7.0902,674.337,2819.721125337,2153.06,74.284,0,2,0,1
1,"all_other",0.103828,160.3476,10.5850254609,15.147,700.304,4462.92,88.88,24.038,2,3,0,1
1,"debt_consolidation",0.104085,492.064875,11.0361738456,12.1176,694.98,6949.84125033,14040.3375,34.12125,1,0,0,0
1,"all_other",0.097608,316.0402,11.3032552584,10.3828,709.722,4974.162125337,3864.14,96.628,0,0,0,1
1,"debt_consolidation",0.08787,191.8697,9.9849510189,19.2555,766.084,3916.482167004,5459.05,40.4,2,0,0,0
1,"debt_consolidation",0.12322125,380.943,10.630726977,24.4392,704.88,2999.74125033,12253.275,49.6125,1,0,0,0
1,"debt_consolidation",0.119266,587.3434,11.7265558837,18.483,689.502,4427.169,17714.48,79.772,2,0,0,0
1,"debt_consolidation",0.122917,133.6735,10.1015562186,22.968,710.424,5342.390167004,4549.04,39.592,0,0,0,1
1,"small_business",0.1200825,839.048625,11.07617898,9.9348,704.88,4810.45125033,26175.15,61.25625,0,0,0,0
1,"credit_card",0.106918,592.7824,10.96758899,17.7356,714.777,8149.671,31789.24,42.14,3,1,0,0
1,"debt_consolidation",0.08787,543.6123,10.8220064634,11.3949,755.964,6314.922167004,20583.8,48.581,0,0,0,0
1,"credit_card",0.09446625,174.706875,10.858333398,16.4118,699.93,2197.8,38529.675,61.965,3,0,0,0
1,"small_business",0.106918,592.7824,10.5961869622,4.7167,704.667,1425.51,24.5,0.196,3,0,0,0
1,"all_other",0.100596,293.1424,10.4398880256,3.3462,705.364,1803.384,3338.05,55.651,2,0,0,0
1,"major_purchase",0.1200825,536.9895,11.594077809,15.402,675.18,3861,352.35,4.86,0,0,0,1
1,"all_other",0.08526,155.1438,10.1866672011,6.2115,729.942,1364.85,2954.7,24.794,1,0,0,0
1,"debt_consolidation",0.106959,394.4454,10.2058631334,19.6416,710.424,2066.546167004,7409.36,72.619,2,0,0,0
1,"credit_card",0.12646125,304.803,11.07617898,5.0796,655.38,6563.74125033,8752.05,73.5075,2,0,0,0
1,"small_business",0.113092,646.7118,11.5868245047,17.9881,714.777,3668.919,91.14,0,1,0,0,1
1,"small_business",0.075043,219.6952,10.5622658361,1.6335,786.324,2913.548,2724.98,9.595,0,0,0,0
1,"home_improvement",0.104085,393.649875,11.7121155852,5.6916,690.03,4752.04125033,19246.6125,30.375,0,0,0,0
1,"major_purchase",0.08526,155.1438,10.8867458529,0.3838,724.887,13072.27212837,488.04,7.154,3,1,0,0
1,"debt_consolidation",0.122917,322.8364,10.8920788416,19.0872,680.064,4796.88,10461.58,92.617,0,0,1,1
1,"credit_card",0.104085,104.976,11.4497482578,9.894,675.18,12652.2,2131.3125,45.86625,3,3,0,0
1,"home_improvement",0.094472,150.9984,11.1121208384,13.0694,704.667,3001.701125337,2765.56,9.702,1,0,0,0
1,"debt_consolidation",0.106959,657.409,11.4739876449,11.8404,715.484,5130.84,21214.04,98.677,3,0,0,0
1,"all_other",0.13921875,82.76175,10.9730609376,24.5616,660.33,2791.8,11820.9375,76.7475,1,0,0,0
1,"all_other",0.088298,233.7692,9.97383895878,10.4737,719.832,1243.572125337,3854.34,42.826,2,0,0,0
1,"debt_consolidation",0.12928,339.3398,10.8720781587,7.4349,669.944,4158.350167004,7323.51,81.406,1,0,2,0
1,"all_other",0.12322125,94.395375,10.9287061254,19.5738,685.08,4395.64125033,89.1,44.55,0,3,0,1
1,"all_other",0.091434,93.9526,10.6128815552,2.7169,704.667,4731.48,1462.16,32.536,0,0,0,0
1,"debt_consolidation",0.100596,96.8994,10.025364789,14.0184,700.304,1941.058167004,7192.21,34.037,0,0,0,0
1,"debt_consolidation",0.1296,561.299625,11.2555874532,19.6044,670.23,3029.44125033,17861.5125,70.36875,3,0,0,0
1,"small_business",0.140924,841.8886,11.4026797291,20.9979,689.502,3092.691125337,30327.08,60.27,3,0,0,1
1,"major_purchase",0.084638,477.4068,11.139045093,7.8804,781.264,5979.950167004,0,0,1,0,0,0
1,"credit_card",0.11046375,594.23625,11.4497482578,10.5468,690.03,2642.35125033,23683.3875,91.83375,0,0,0,0
1,"major_purchase",0.094472,220.1962,9.97695144245,21.4423,780.492,5945.691,15997.52,47.04,3,0,0,0
